41,35,46,54,48,57
4,10,13,55,5,57
29,49,51,45,60,44
14,19,8,3,33,21
36,22,21,4,13,5
48,7,15,54,19,1
17,11,9,43,47,36
7,9,48,58,18,61
59,47,46,5,52,51
6,27,6,55,53,50
49,24,21,12,33,6
1,7,39,41,35,7
43,11,5,26,39,40
44,47,23,24,56,47
4,2,42,9,27,14
18,8,28,45,46,9
21,24,23,56,33,31
51,40,45,16,11,10
19,37,57,50,2,10
22,37,26,48,47,49
9,50,61,17,59,40
6,38,31,39,60,52
3,50,10,58,44,60
51,55,48,1,45,13
12,38,30,41,34,52
54,30,37,32,2,46
13,9,12,14,23,25
46,14,18,38,15,52
55,29,1,42,44,46
43,49,53,3,44,25
23,54,28,26,14,3
53,56,4,58,36,26
59,2,60,34,15,16
48,45,12,17,16,27
3,18,32,52,17,33
53,54,50,47,25,56
19,16,39,16,22,15
34,21,20,36,43,44
8,35,24,57,51,12
14,32,35,11,27,28
15,21,20,6,60,23
27,36,53,49,52,29
3,23,38,29,55,20
17,1,24,13,5,31
40,54,53,50,25,28
29,4,19,25,10,40
13,33,26,28,42,30
6,29,45,61,57,58
31,17,18,38,59,27
30,34,56,55,32,31
9,25,49,5,7,32
61,28,1,61,58,12
10,6,31,11,43,37
30,57,7,11,33,12
51,37,41,19,42,56
59,40,16,26,34,60
58,4,37,35,42,34
8,2,22,4,11,7
20,42,36,22,61,1
18,32,38,24,20,10
30,39,5,41,2,39
22,3,8,41,8,15
20,43,2,8,59,35
378
